,Matchid,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22,,Runs_1,Over_1
1066,503364,Tamim Iqbal,Imrul Kayes,Shahriar Nafees,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Suhrawadi Shuvo,Shafiul Islam,Abdur Razzak,Rubel Hossain,SR Watson,BJ Haddin,RT Ponting,B Lee,MG Johnson,JW Hastings,SPD Smith,XJ Doherty,-,-,-,,-,-
1067,503365,SR Watson,RT Ponting,MJ Clarke,SPD Smith,MEK Hussey,CJ Ferguson,MG Johnson,TD Paine,JW Hastings,XJ Doherty,JL Pattinson,Tamim Iqbal,Imrul Kayes,Shahriar Nafees,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Alok Kapali,Suhrawadi Shuvo,Shafiul Islam,Mashrafe Mortaza,Abdur Razzak,,48,9
1068,504779,MR Swart,W Barresi,VAB Tewarie,TLW Cooper,N Kruger,TN de Grooth,PW Borren,TJ Heggelman,Mudassar Bukhari,PM Seelaar,Ahsan Malik,DF Watts,CS MacLeod,KJ Coetzer,JH Davey,NFI McCallum,RD Berrington,GI Maiden,GD Drummond,SM Sharif,G Goudie,RM Haq,,-,-
1069,514025,DA Warner,RT Ponting,MJ Clarke,MEK Hussey,BJ Haddin,MR Marsh,DE Bollinger,MG Johnson,PJ Cummins,XJ Doherty,-,GC Smith,JH Kallis,HM Amla,JP Duminy,F du Plessis,DA Miller,MV Boucher,J Botha,DW Steyn,LL Tsotsobe,M Morkel,,-,-
1070,514026,HM Amla,JH Kallis,GC Smith,JP Duminy,F du Plessis,DA Miller,MV Boucher,J Botha,DW Steyn,LL Tsotsobe,M Morkel,DA Warner,RT Ponting,MJ Clarke,MEK Hussey,SPD Smith,SR Watson,BJ Haddin,MG Johnson,XJ Doherty,DE Bollinger,PJ Cummins,,-,-
1071,514027,HM Amla,GC Smith,JH Kallis,JP Duminy,F du Plessis,DA Miller,MV Boucher,J Botha,LL Tsotsobe,DW Steyn,M Morkel,SR Watson,DA Warner,RT Ponting,MJ Clarke,SE Marsh,MEK Hussey,BJ Haddin,MG Johnson,PJ Cummins,DE Bollinger,XJ Doherty,,-,-
1072,514035,HM Amla,GC Smith,JH Kallis,AB de Villiers,JA Morkel,F du Plessis,JP Duminy,RJ Peterson,DW Steyn,M Morkel,LL Tsotsobe,WU Tharanga,KC Sangakkara,TM Dilshan,LD Chandimal,DPMD Jayawardene,AD Mathews,CKB Kulasekara,KMDN Kulasekara,SL Malinga,BAW Mendis,CRD Fernando,,-,-
1073,514036,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,KMDN Kulasekara,AD Mathews,SL Malinga,KTGD Prasad,CKB Kulasekara,HMRKB Herath,GC Smith,HM Amla,JH Kallis,JP Duminy,AB de Villiers,F du Plessis,JA Morkel,DW Steyn,LL Tsotsobe,M Morkel,RJ Peterson,,-,-
1074,514037,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,KMDN Kulasekara,AD Mathews,CKB Kulasekara,SL Malinga,HMRKB Herath,KTGD Prasad,GC Smith,AN Petersen,CA Ingram,F du Plessis,JP Duminy,AB de Villiers,JA Morkel,M Morkel,LL Tsotsobe,DW Steyn,RJ Peterson,,-,-
1075,514038,AN Petersen,GC Smith,AB de Villiers,CA Ingram,JP Duminy,F du Plessis,WD Parnell,RJ Peterson,VD Philander,M Morkel,LL Tsotsobe,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,NLTC Perera,AD Mathews,SL Malinga,KMDN Kulasekara,SMSM Senanayake,HMRKB Herath,,-,-
1076,514039,GC Smith,AN Petersen,F du Plessis,AB de Villiers,JA Morkel,JP Duminy,M Morkel,LL Tsotsobe,WD Parnell,RJ Peterson,-,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,AD Mathews,NLTC Perera,KMDN Kulasekara,HMRKB Herath,SMSM Senanayake,SL Malinga,,-,-
1077,516206,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,LD Chandimal,AD Mathews,BMAJ Mendis,S Randiv,KMDN Kulasekara,BAW Mendis,RAS Lakmal,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,MEK Hussey,B Lee,DE Bollinger,XJ Doherty,DJ Hussey,MG Johnson,SPD Smith,,-,-
1078,516207,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,LD Chandimal,AD Mathews,BMAJ Mendis,KMDN Kulasekara,SL Malinga,HMRKB Herath,BAW Mendis,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,B Lee,DE Bollinger,MG Johnson,XJ Doherty,DJ Hussey,-,-,,-,-
1079,516208,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,LPC Silva,BMAJ Mendis,KMDN Kulasekara,RMS Eranga,SL Malinga,BAW Mendis,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,MEK Hussey,DJ Hussey,SPD Smith,B Lee,MG Johnson,XJ Doherty,DE Bollinger,,-,-
1080,516209,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,LPC Silva,AD Mathews,KMDN Kulasekara,RMS Eranga,S Prasanna,SL Malinga,BAW Mendis,SR Watson,SE Marsh,RT Ponting,MJ Clarke,MEK Hussey,DJ Hussey,BJ Haddin,B Lee,DE Bollinger,MG Johnson,XJ Doherty,,-,-
1081,516210,SR Watson,SE Marsh,RT Ponting,MJ Clarke,MEK Hussey,DJ Hussey,BJ Haddin,MG Johnson,JW Hastings,XJ Doherty,JL Pattinson,WU Tharanga,KC Sangakkara,DPMD Jayawardene,TM Dilshan,LPC Silva,AD Mathews,BMAJ Mendis,RMS Eranga,SL Malinga,S Prasanna,BAW Mendis,,31,6
1082,518956,MS Wade,DA Warner,RT Ponting,MJ Clarke,MEK Hussey,DJ Hussey,DT Christian,RJ Harris,MA Starc,CJ McKay,XJ Doherty,G Gambhir,SR Tendulkar,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,R Sharma,P Kumar,R Vinay Kumar,,-,-
1083,518957,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,NLTC Perera,AD Mathews,HDRL Thirimanne,KMDN Kulasekara,SL Malinga,KTGD Prasad,V Sehwag,SR Tendulkar,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,Z Khan,P Kumar,R Vinay Kumar,,-,-
1084,518958,DA Warner,MS Wade,RT Ponting,MJ Clarke,MEK Hussey,DJ Hussey,DT Christian,RJ Harris,CJ McKay,MA Starc,XJ Doherty,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,HDRL Thirimanne,AD Mathews,KMDN Kulasekara,SMSM Senanayake,SL Malinga,KTGD Prasad,,-,-
1085,518959,DA Warner,RT Ponting,MJ Clarke,PJ Forrest,DJ Hussey,DT Christian,MS Wade,RJ Harris,CJ McKay,MA Starc,XJ Doherty,G Gambhir,V Sehwag,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,Z Khan,R Vinay Kumar,UT Yadav,,-,-
1086,518960,WU Tharanga,KC Sangakkara,TM Dilshan,LD Chandimal,DPMD Jayawardene,AD Mathews,NLTC Perera,KMDN Kulasekara,SMSM Senanayake,HMRKB Herath,SL Malinga,G Gambhir,SR Tendulkar,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,IK Pathan,R Vinay Kumar,UT Yadav,,-,-
1087,518961,DA Warner,MS Wade,RT Ponting,PJ Forrest,MEK Hussey,DJ Hussey,DT Christian,CJ McKay,B Lee,MA Starc,XJ Doherty,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,SL Malinga,KMDN Kulasekara,MF Maharoof,AD Mathews,NLTC Perera,HMRKB Herath,-,,-,-
1088,518962,MS Wade,DA Warner,RT Ponting,PJ Forrest,MEK Hussey,DJ Hussey,DT Christian,BW Hilfenhaus,B Lee,MA Starc,XJ Doherty,G Gambhir,SR Tendulkar,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,IK Pathan,R Vinay Kumar,Z Khan,UT Yadav,,-,-
1089,518964,MS Wade,DA Warner,PJ Forrest,MJ Clarke,MEK Hussey,DJ Hussey,DT Christian,B Lee,BW Hilfenhaus,RJ Harris,XJ Doherty,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,AD Mathews,MF Maharoof,NLTC Perera,KMDN Kulasekara,SL Malinga,HMRKB Herath,,-,-
1090,518965,DA Warner,SR Watson,PJ Forrest,MEK Hussey,DJ Hussey,MS Wade,DT Christian,CJ McKay,B Lee,XJ Doherty,BW Hilfenhaus,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,IK Pathan,P Kumar,UT Yadav,,-,-
1091,518966,DPMD Jayawardene,TM Dilshan,KC Sangakkara,NLTC Perera,AD Mathews,LD Chandimal,SL Malinga,KMDN Kulasekara,MF Maharoof,HMRKB Herath,-,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,SK Raina,Z Khan,P Kumar,UT Yadav,RA Jadeja,R Ashwin,-,,-,-
1092,518967,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,AD Mathews,NLTC Perera,SMSM Senanayake,KMDN Kulasekara,HMRKB Herath,SL Malinga,MS Wade,DA Warner,SR Watson,PJ Forrest,MEK Hussey,DJ Hussey,DT Christian,JL Pattinson,CJ McKay,XJ Doherty,BW Hilfenhaus,,-,-
1093,518968,DA Warner,MS Wade,SR Watson,DT Christian,DJ Hussey,MJ Clarke,MEK Hussey,B Lee,BW Hilfenhaus,JL Pattinson,XJ Doherty,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,WU Tharanga,MF Maharoof,KMDN Kulasekara,KTGD Prasad,HMRKB Herath,SL Malinga,,-,-
1094,518969,MS Wade,DA Warner,SR Watson,MJ Clarke,MEK Hussey,DJ Hussey,DT Christian,B Lee,CJ McKay,JL Pattinson,XJ Doherty,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,KMDN Kulasekara,SL Malinga,MF Maharoof,HMRKB Herath,-,-,-,,-,-
1095,518970,MS Wade,DA Warner,SR Watson,MEK Hussey,DJ Hussey,PJ Forrest,DT Christian,B Lee,CJ McKay,XJ Doherty,NM Lyon,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,WU Tharanga,CK Kapugedera,KMDN Kulasekara,MF Maharoof,HMRKB Herath,SL Malinga,,-,-
1096,520592,RJ Nicol,BB McCullum,KS Williamson,MJ Guptill,TWM Latham,DG Brownlie,NL McCullum,AM Ellis,DAJ Bracewell,KD Mills,TG Southee,H Masakadza,S Matsikenyeri,RW Chakabva,BRM Taylor,T Taibu,MN Waller,E Chigumbura,KO Meth,SW Masakadza,RW Price,KM Jarvis,,18,4.1
1097,520593,RJ Nicol,MJ Guptill,JDP Oram,BB McCullum,KS Williamson,TWM Latham,DG Brownlie,AM Ellis,KD Mills,TG Southee,TS Nethula,H Masakadza,S Matsikenyeri,RW Chakabva,BRM Taylor,T Taibu,MN Waller,E Chigumbura,P Utseya,SW Masakadza,RW Price,KM Jarvis,,25,4
1098,520594,RJ Nicol,MJ Guptill,BB McCullum,JDP Oram,KS Williamson,NL McCullum,AM Ellis,DAJ Bracewell,TWM Latham,MD Bates,TS Nethula,TMK Mawoyo,S Matsikenyeri,BRM Taylor,T Taibu,MN Waller,RW Chakabva,E Chigumbura,P Utseya,RW Price,BV Vitori,KM Jarvis,,-,-
1099,520600,RJ Nicol,MJ Guptill,BB McCullum,KS Williamson,JD Ryder,JEC Franklin,AM Ellis,NL McCullum,DAJ Bracewell,KD Mills,TG Southee,HM Amla,GC Smith,JP Duminy,JH Kallis,AB de Villiers,F du Plessis,LL Tsotsobe,M Morkel,DW Steyn,RJ Peterson,-,,43,5
1100,520601,RJ Nicol,MJ Guptill,BB McCullum,KS Williamson,JD Ryder,JEC Franklin,AM Ellis,KD Mills,TG Southee,TS Nethula,AJ McKay,HM Amla,JH Kallis,F du Plessis,JP Duminy,AB de Villiers,JL Ontong,LL Tsotsobe,DW Steyn,M Morkel,JA Morkel,RJ Peterson,,4,1
1101,520602,RJ Nicol,MJ Guptill,BB McCullum,KS Williamson,JEC Franklin,C de Grandhomme,NL McCullum,AM Ellis,KD Mills,MD Bates,AJ McKay,HM Amla,WD Parnell,JA Morkel,F du Plessis,JP Duminy,AB de Villiers,J Botha,LL Tsotsobe,DW Steyn,M de Lange,RJ Peterson,,14,3.2
1102,521218,PA Patel,AM Rahane,G Gambhir,V Kohli,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,P Kumar,R Vinay Kumar,UT Yadav,AN Cook,C Kieswetter,KP Pietersen,IJL Trott,RS Bopara,JM Bairstow,SR Patel,TT Bresnan,GP Swann,ST Finn,JW Dernbach,,-,-
1103,521219,AN Cook,IJL Trott,C Kieswetter,KP Pietersen,RS Bopara,JM Bairstow,SR Patel,TT Bresnan,GP Swann,ST Finn,JW Dernbach,PA Patel,AM Rahane,G Gambhir,V Kohli,P Kumar,R Vinay Kumar,UT Yadav,R Ashwin,RA Jadeja,-,-,,-,-
1104,521220,AN Cook,C Kieswetter,IJL Trott,KP Pietersen,RS Bopara,SR Patel,ST Finn,TT Bresnan,JW Dernbach,GP Swann,-,PA Patel,AM Rahane,G Gambhir,V Kohli,SK Raina,MS Dhoni,RA Jadeja,P Kumar,R Vinay Kumar,UT Yadav,R Ashwin,,-,-
1105,521221,AN Cook,C Kieswetter,KP Pietersen,IJL Trott,RS Bopara,JM Bairstow,SR Patel,TT Bresnan,SG Borthwick,SC Meaker,ST Finn,PA Patel,AM Rahane,G Gambhir,V Kohli,SK Raina,MS Dhoni,P Kumar,R Vinay Kumar,R Ashwin,RA Jadeja,VR Aaron,,-,-
1106,521222,AM Rahane,G Gambhir,V Kohli,SK Raina,MK Tiwary,MS Dhoni,RA Jadeja,R Ashwin,P Kumar,R Vinay Kumar,VR Aaron,C Kieswetter,AN Cook,IJL Trott,IR Bell,JM Bairstow,RS Bopara,SR Patel,TT Bresnan,GP Swann,SC Meaker,ST Finn,,-,-
1107,522246,Tamim Iqbal,Imrul Kayes,Shahriar Nafees,Mohammad Ashraful,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Suhrawadi Shuvo,Abdur Razzak,Shafiul Islam,Rubel Hossain,BRM Taylor,V Sibanda,H Masakadza,T Taibu,CR Ervine,F Mutizwa,E Chigumbura,P Utseya,CB Mpofu,BV Vitori,RW Price,,-,-
1108,522247,Tamim Iqbal,Imrul Kayes,Mushfiqur Rahim,Shahriar Nafees,Mohammad Ashraful,Shakib Al Hasan,Mahmudullah,Nasir Hossain,Abdur Razzak,Shafiul Islam,Rubel Hossain,BRM Taylor,V Sibanda,H Masakadza,T Taibu,CR Ervine,CB Mpofu,BV Vitori,P Utseya,E Chigumbura,RW Price,-,,-,-
1109,522248,BRM Taylor,V Sibanda,H Masakadza,T Taibu,CR Ervine,E Chigumbura,F Mutizwa,KM Jarvis,P Utseya,BV Vitori,CB Mpofu,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Mushfiqur Rahim,Shakib Al Hasan,Shuvagata Hom,Mahmudullah,Nasir Hossain,Shafiul Islam,Rubel Hossain,Nazmul Hossain,,-,-
1110,522249,BRM Taylor,V Sibanda,H Masakadza,T Taibu,F Mutizwa,E Chigumbura,MN Waller,RW Price,KM Jarvis,P Utseya,CB Mpofu,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Mushfiqur Rahim,Shakib Al Hasan,Shuvagata Hom,Shafiul Islam,Rubel Hossain,Abdur Razzak,Mahmudullah,Nasir Hossain,,-,-
1111,522250,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Mushfiqur Rahim,Shakib Al Hasan,Shuvagata Hom,Mahmudullah,Nasir Hossain,Shafiul Islam,Rubel Hossain,Abdur Razzak,BRM Taylor,V Sibanda,H Masakadza,T Taibu,F Mutizwa,MN Waller,E Chigumbura,P Utseya,RW Price,CB Mpofu,KO Meth,,-,-
1112,523732,Mohammad Hafeez,Imran Farhat,Younis Khan,Misbah-ul-Haq,Shoaib Malik,Umar Akmal,Adnan Akmal,Sohail Tanvir,Saeed Ajmal,Junaid Khan,Aizaz Cheema,V Sibanda,CJ Chibhabha,H Masakadza,BRM Taylor,T Taibu,MN Waller,E Chigumbura,GA Lamb,P Utseya,CB Mpofu,RW Price,,37,10
1113,523733,V Sibanda,CJ Chibhabha,H Masakadza,BRM Taylor,T Taibu,MN Waller,E Chigumbura,P Utseya,CB Mpofu,BV Vitori,RW Price,Mohammad Hafeez,Imran Farhat,Sohail Tanvir,Junaid Khan,Aizaz Cheema,Younis Khan,Saeed Ajmal,-,-,-,-,,-,-
1114,523734,Mohammad Hafeez,Imran Farhat,Asad Shafiq,Younis Khan,Shoaib Malik,Misbah-ul-Haq,Adnan Akmal,Sohail Tanvir,Sohail Khan,Aizaz Cheema,Yasir Shah,V Sibanda,CJ Chibhabha,BRM Taylor,H Masakadza,T Taibu,MN Waller,E Chigumbura,P Utseya,RW Price,KM Jarvis,BV Vitori,,37,9
1115,523804,EC Joyce,PR Stirling,WTS Porterfield,NJ O'Brien,GC Wilson,KJ O'Brien,JF Mooney,DT Johnston,WB Rankin,AR Cusack,GH Dockrell,H Patel,NR Kumar,R Gunasekera,Usman Limbada,AS Hansra,Rizwan Cheema,Hamza Tariq,Junaid Siddiqui,HS Baidwan,Khurram Chohan,Zahid Hussain,,-,-
1116,523805,EC Joyce,WTS Porterfield,AR Cusack,NJ O'Brien,GC Wilson,KJ O'Brien,JF Mooney,DT Johnston,GH Dockrell,WB Rankin,A van der Merwe,H Patel,NR Kumar,R Gunasekera,Usman Limbada,AS Hansra,Rizwan Cheema,Hamza Tariq,Junaid Siddiqui,HS Baidwan,Zahid Hussain,Khurram Chohan,,-,-
1117,524922,M Klinger,DJ Harris,AC Blizzard,CJ Ferguson,CJ Borgas,J Botha,AJ Crosthwaite,KW Richardson,AW O'Brien,AC Thomas,BE McGain,DLR Smith,CH Gayle,UT Khawaja,BR Dunk,CA Philipson,JS Floros,LA Doran,FH Edwards,DE Bollinger,SJ Coyte,SA Abbott,,-,-
1118,524927,DLR Smith,CH Gayle,SA Abbott,UT Khawaja,BR Dunk,JS Floros,TD Cruickshank,SJ Coyte,LR Butterworth,FH Edwards,LA Doran,JW Wells,PA Jaques,TR Birt,OA Shah,TIF Triffitt,RJG Lockyear,MJ Johnston,JJ Krejza,XJ Doherty,B Laughlin,Naved-ul-Hasan,,-,-
1119,524938,AW Robinson,CA Lynn,ML Hayden,DT Christian,PJ Forrest,RE van der Merwe,DL Vettori,MG Neser,CD Hartley,AC McDermott,NM Hauritz,Shahid Afridi,BJ Hodge,AJ Finch,AB McDonald,NJ Reardon,Abdul Razzaq,GJ Maxwell,GA Manou,SM Harwood,AK Heal,DP Nannes,,-,-
1120,524941,BJ Haddin,NJ Maddinson,MJ Lumb,MC Henriques,SPD Smith,BJ Rohrer,DJ Thornely,NL McCullum,SNJ O'Keefe,B Lee,MA Starc,SE Marsh,MJ North,MR Marsh,PD Collingwood,SM Katich,L Ronchi,NM Coulter-Nile,MA Beer,JK Lalor,BM Edmondson,GB Hogg,,-,-
1121,527014,V Sibanda,CJ Chibhabha,H Masakadza,BRM Taylor,T Taibu,F Mutizwa,E Chigumbura,P Utseya,CB Mpofu,KM Jarvis,RW Price,RJ Nicol,MJ Guptill,BB McCullum,KD Mills,DAJ Bracewell,JEC Franklin,AJ McKay,NL McCullum,-,-,-,,1,0.3
1122,527015,V Sibanda,H Masakadza,BRM Taylor,T Taibu,F Mutizwa,MN Waller,E Chigumbura,KO Meth,P Utseya,RW Price,CB Mpofu,RJ Nicol,MJ Guptill,BB McCullum,LRPL Taylor,KS Williamson,BJ Watling,JEC Franklin,JDP Oram,DAJ Bracewell,GW Aldridge,AJ McKay,,-,-
1123,527016,RJ Nicol,BB McCullum,LRPL Taylor,JD Ryder,KS Williamson,NL McCullum,BJ Watling,GW Aldridge,JDP Oram,AJ McKay,LJ Woodcock,V Sibanda,BRM Taylor,H Masakadza,T Taibu,F Mutizwa,MN Waller,E Chigumbura,KO Meth,N M'shangwe,RW Price,N Ncube,,30,6
1124,527679,CM Edwards,DN Wyatt,SJ Taylor,LS Greenway,A Brindle,KH Brunt,IT Guha,JL Gunn,LA Marsh,D Hazell,-,SA Fritz,T Chetty,AL Hodgkinson,C Brits,M du Preez,M Kapp,Y van der Westhuizen,D van Niekerk,CL Tryon,S Loubser,S Ismail,,39,6
1125,527680,CM Edwards,DN Wyatt,SJ Taylor,LS Greenway,A Brindle,HC Knight,JL Gunn,LA Marsh,GA Elwiss,D Hazell,-,AL Hodgkinson,T Chetty,D van Niekerk,M du Preez,C Brits,SA Fritz,M Kapp,K Thomson,CL Tryon,S Loubser,S Ismail,,-,-
1126,527681,SA Fritz,T Chetty,AL Hodgkinson,M du Preez,M Kapp,Y van der Westhuizen,S Loubser,D van Niekerk,D Devnarain,S Ismail,M Klaas,CM Edwards,DN Wyatt,SJ Taylor,LS Greenway,A Brindle,HC Knight,JL Gunn,GA Elwiss,D Hazell,LA Marsh,-,,-,-
1127,530427,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,CKB Kulasekara,S Prasanna,SL Malinga,RAS Lakmal,CRD Fernando,Mohammad Hafeez,Imran Farhat,Younis Khan,Sarfraz Ahmed,Umar Gul,Aizaz Cheema,Abdul Razzaq,Shahid Afridi,Saeed Ajmal,-,-,,-,-
1128,530428,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,BMAJ Mendis,NLTC Perera,SL Malinga,CRD Fernando,S Prasanna,Mohammad Hafeez,Younis Khan,Misbah-ul-Haq,Imran Farhat,Umar Akmal,Abdul Razzaq,Sarfraz Ahmed,Umar Gul,Shahid Afridi,Saeed Ajmal,Aizaz Cheema,,-,-
1129,530429,Mohammad Hafeez,Imran Farhat,Abdul Razzaq,Younis Khan,Umar Akmal,Misbah-ul-Haq,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Saeed Ajmal,WU Tharanga,KC Sangakkara,TM Dilshan,LD Chandimal,DPMD Jayawardene,AD Mathews,SL Malinga,BMAJ Mendis,NLTC Perera,S Prasanna,CRD Fernando,,29,7
1130,530430,Mohammad Hafeez,Imran Farhat,Younis Khan,Misbah-ul-Haq,Shoaib Malik,Umar Akmal,Shahid Afridi,Sarfraz Ahmed,Saeed Ajmal,Umar Gul,Aizaz Cheema,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,BMAJ Mendis,NLTC Perera,S Prasanna,SL Malinga,CRD Fernando,,23,8
1131,530431,WU Tharanga,TM Dilshan,LD Chandimal,KC Sangakkara,LPC Silva,AD Mathews,BMAJ Mendis,NLTC Perera,S Prasanna,SL Malinga,CRD Fernando,Mohammad Hafeez,Asad Shafiq,Younis Khan,Misbah-ul-Haq,Shoaib Malik,Umar Akmal,Shahid Afridi,Sohail Tanvir,Saeed Ajmal,Umar Gul,Junaid Khan,,-,-
1132,531631,AN Cook,KP Pietersen,IJL Trott,RS Bopara,EJG Morgan,C Kieswetter,SR Patel,SCJ Broad,GP Swann,ST Finn,JM Anderson,Mohammad Hafeez,Imran Farhat,Asad Shafiq,Younis Khan,Misbah-ul-Haq,Umar Akmal,Shoaib Malik,Shahid Afridi,Umar Gul,Saeed Ajmal,Wahab Riaz,,-,-
1133,531632,AN Cook,KP Pietersen,IJL Trott,RS Bopara,EJG Morgan,ST Finn,JM Anderson,SCJ Broad,GP Swann,SR Patel,-,Mohammad Hafeez,Imran Farhat,Azhar Ali,Younis Khan,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Abdur Rehman,Umar Gul,Saeed Ajmal,Aizaz Cheema,,-,-
1134,531633,Mohammad Hafeez,Imran Farhat,Azhar Ali,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Adnan Akmal,Umar Gul,Saeed Ajmal,Aizaz Cheema,AN Cook,KP Pietersen,EJG Morgan,JM Anderson,ST Finn,SCJ Broad,GP Swann,SR Patel,RS Bopara,-,-,,32,6
1135,531634,Mohammad Hafeez,Azhar Ali,Asad Shafiq,Umar Akmal,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Adnan Akmal,Abdur Rehman,Saeed Ajmal,Junaid Khan,AN Cook,IJL Trott,KP Pietersen,EJG Morgan,JC Buttler,C Kieswetter,SR Patel,TT Bresnan,ST Finn,JW Dernbach,DR Briggs,,38,10
1136,531983,LMP Simmons,AB Barath,MN Samuels,DM Bravo,KA Pollard,DP Hyatt,AD Russell,R Rampaul,KAJ Roach,D Bishoo,-,Tamim Iqbal,Naeem Islam,Imrul Kayes,Mohammad Ashraful,Shakib Al Hasan,Mushfiqur Rahim,Alok Kapali,Nasir Hossain,Abdur Razzak,Shafiul Islam,Rubel Hossain,,-,-
1137,531984,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Shakib Al Hasan,Mushfiqur Rahim,Alok Kapali,Naeem Islam,Nasir Hossain,Abdur Razzak,Shafiul Islam,Rubel Hossain,LMP Simmons,DP Hyatt,MN Samuels,DM Bravo,R Rampaul,KAJ Roach,AD Russell,DJG Sammy,D Bishoo,KA Pollard,-,,-,-
1138,531985,DP Hyatt,KOA Powell,MN Samuels,KA Pollard,DJG Sammy,DM Bravo,D Ramdin,CR Brathwaite,AD Russell,KAJ Roach,A Martin,Tamim Iqbal,Imrul Kayes,Shahriar Nafees,Mushfiqur Rahim,Shafiul Islam,Nazmul Hossain,Nasir Hossain,Shakib Al Hasan,Suhrawadi Shuvo,-,-,,-,-
1139,533273,WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,GC Wilson,KJ O'Brien,AR Cusack,DT Johnston,NG Jones,WB Rankin,GH Dockrell,DA Warner,SR Watson,MEK Hussey,CL White,GJ Bailey,MA Starc,PJ Cummins,GJ Maxwell,DT Christian,GB Hogg,-,,-,-
1140,533274,G Gambhir,V Sehwag,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RG Sharma,Z Khan,IK Pathan,L Balaji,R Ashwin,Mohammad Shahzad,Nawroz Mangal,Karim Sadiq,Asghar Stanikzai,Samiullah Shenwari,Mohammad Nabi,Shafiqullah,Gulbadin Naib,Najibullah Zadran,Dawlat Zadran,Shapoor Zadran,,-,-
1141,533280,Mohammad Hafeez,Imran Nazir,Nasir Jamshed,Kamran Akmal,Umar Akmal,Shoaib Malik,Shahid Afridi,Sohail Tanvir,Umar Gul,Yasir Arafat,Saeed Ajmal,RJ Nicol,KS Williamson,BB McCullum,DL Vettori,JDP Oram,LRPL Taylor,JEC Franklin,TG Southee,NL McCullum,KD Mills,AF Milne,,15,4
1142,533281,G Gambhir,IK Pathan,V Kohli,RG Sharma,MS Dhoni,SK Raina,L Balaji,AB Dinda,Harbhajan Singh,PP Chawla,Yuvraj Singh,C Kieswetter,AD Hales,LJ Wright,EJG Morgan,JM Bairstow,JC Buttler,TT Bresnan,SCJ Broad,GP Swann,ST Finn,JW Dernbach,,-,-
