,Matchid,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22,,Runs_1,Over_1
1143,533307,M Kapp,T Chetty,SM Benade,AL Hodgkinson,M du Preez,SA Fritz,D van Niekerk,S Ismail,S Loubser,-,-,SR Taylor,JB Nero,SF Daley,A Mohammed,SL Quintyne,SA Campbelle,-,-,-,-,-,,14,2
1144,533309,Sana Mir,Qanita Jalil,Nain Abidi,Bismah Maroof,Javeria Khan,Asmavia Iqbal,Nida Dar,Marina Iqbal,Batool Fatima,Sumaiya Siddiqi,Sadia Yousuf,S Naik,PG Raut,M Raj,H Kaur,J Goswami,R Malhotra,A Sharma,N Niranjana,AA Patil,MR Meshram,RK Parwin,,27,4
1145,534208,DR Smith,CH Gayle,LMP Simmons,MN Samuels,DJ Bravo,KA Pollard,R Rampaul,FH Edwards,SP Narine,DJG Sammy,-,C Kieswetter,AD Hales,RS Bopara,EJG Morgan,JC Buttler,ST Finn,JW Dernbach,SCJ Broad,GP Swann,SR Patel,-,,-,-
1146,534209,AN Cook,IJL Trott,IR Bell,RS Bopara,EJG Morgan,C Kieswetter,TT Bresnan,SCJ Broad,JM Anderson,ST Finn,GP Swann,LMP Simmons,DR Smith,D Ramdin,MN Samuels,DJ Bravo,KA Pollard,DJG Sammy,AD Russell,DM Bravo,R Rampaul,SP Narine,,-,-
1147,534210,LMP Simmons,CH Gayle,DR Smith,MN Samuels,KA Pollard,DJ Bravo,DJG Sammy,D Ramdin,TL Best,SP Narine,R Rampaul,AN Cook,IR Bell,IJL Trott,RS Bopara,JM Anderson,ST Finn,TT Bresnan,GP Swann,SCJ Broad,-,-,,-,-
1148,534215,AN Cook,IR Bell,IJL Trott,RS Bopara,EJG Morgan,C Kieswetter,JM Anderson,ST Finn,TT Bresnan,SCJ Broad,GP Swann,SR Watson,DA Warner,GJ Bailey,MJ Clarke,DJ Hussey,SPD Smith,MS Wade,B Lee,CJ McKay,PJ Cummins,XJ Doherty,,-,-
1149,534216,SR Watson,DA Warner,PJ Forrest,MJ Clarke,GJ Bailey,DJ Hussey,MS Wade,B Lee,MG Johnson,CJ McKay,XJ Doherty,AN Cook,IR Bell,IJL Trott,RS Bopara,EJG Morgan,C Kieswetter,ST Finn,JW Dernbach,TT Bresnan,SCJ Broad,GP Swann,,33,6
1150,534218,SR Watson,DA Warner,PJ Forrest,MJ Clarke,GJ Bailey,DJ Hussey,MS Wade,B Lee,CJ McKay,JL Pattinson,BW Hilfenhaus,AN Cook,IR Bell,IJL Trott,RS Bopara,JM Anderson,ST Finn,TT Bresnan,SCJ Broad,SR Patel,-,-,,5,1
1151,534219,MS Wade,DA Warner,PJ Forrest,SPD Smith,MJ Clarke,DJ Hussey,GJ Bailey,JL Pattinson,CJ McKay,BW Hilfenhaus,XJ Doherty,AN Cook,IR Bell,IJL Trott,RS Bopara,EJG Morgan,JM Anderson,ST Finn,SCJ Broad,JC Tredwell,SR Patel,-,,-,-
1152,534229,GC Smith,HM Amla,JP Duminy,D Elgar,AB de Villiers,F du Plessis,WD Parnell,LL Tsotsobe,R McLaren,M Morkel,RJ Peterson,AN Cook,IJL Trott,IR Bell,RS Bopara,EJG Morgan,C Kieswetter,SR Patel,TT Bresnan,GP Swann,JM Anderson,ST Finn,,-,-
1153,534230,HM Amla,GC Smith,D Elgar,AB de Villiers,F du Plessis,JP Duminy,WD Parnell,RJ Peterson,DW Steyn,M Morkel,LL Tsotsobe,AN Cook,IR Bell,IJL Trott,RS Bopara,EJG Morgan,C Kieswetter,SR Patel,JC Tredwell,JM Anderson,ST Finn,JW Dernbach,,-,-
1154,534231,GC Smith,HM Amla,JP Duminy,AB de Villiers,F du Plessis,D Elgar,WD Parnell,RJ Peterson,R McLaren,DW Steyn,LL Tsotsobe,AN Cook,IR Bell,IJL Trott,RS Bopara,EJG Morgan,C Kieswetter,ST Finn,JM Anderson,JW Dernbach,SR Patel,JC Tredwell,,-,-
1155,534232,AN Cook,IR Bell,RS Bopara,JM Bairstow,EJG Morgan,C Kieswetter,SR Patel,CR Woakes,JC Tredwell,JM Anderson,JW Dernbach,HM Amla,GC Smith,F du Plessis,D Elgar,AB de Villiers,DW Steyn,RJ Peterson,M Morkel,WD Parnell,JP Duminy,-,,-,-
1156,535794,Mohammad Hafeez,Nasir Jamshed,Younis Khan,Umar Akmal,Asad Shafiq,Misbah-ul-Haq,Shahid Afridi,Sarfraz Ahmed,Umar Gul,Saeed Ajmal,Aizaz Cheema,Tamim Iqbal,Nazimuddin,Jahurul Islam,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Nasir Hossain,Abdur Razzak,Mashrafe Mortaza,Shafiul Islam,Shahadat Hossain,,38,10
1157,535796,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,WU Tharanga,MF Maharoof,KMDN Kulasekara,S Prasanna,SL Malinga,RAS Lakmal,Mohammad Hafeez,Nasir Jamshed,Younis Khan,Misbah-ul-Haq,Umar Akmal,Hammad Azam,Umar Gul,Aizaz Cheema,Saeed Ajmal,Shahid Afridi,-,,-,-
1158,535799,DPMD Jayawardene,TM Dilshan,KC Sangakkara,CK Kapugedera,HDRL Thirimanne,WU Tharanga,MF Maharoof,KMDN Kulasekara,SMSM Senanayake,SL Malinga,RAS Lakmal,Tamim Iqbal,Nazimuddin,Jahurul Islam,Mushfiqur Rahim,Shakib Al Hasan,Nasir Hossain,Mahmudullah,Mashrafe Mortaza,Nazmul Hossain,Shahadat Hossain,Abdur Razzak,,-,-
1159,536929,LMP Simmons,AB Barath,MN Samuels,DM Bravo,DP Hyatt,KA Pollard,D Ramdin,DJG Sammy,AD Russell,KAJ Roach,A Martin,PA Patel,V Sehwag,G Gambhir,V Kohli,RG Sharma,SK Raina,RA Jadeja,R Ashwin,R Vinay Kumar,VR Aaron,UT Yadav,,-,-
1160,536930,LMP Simmons,AB Barath,MN Samuels,DM Bravo,DP Hyatt,D Ramdin,KA Pollard,DJG Sammy,AD Russell,R Rampaul,KAJ Roach,PA Patel,V Sehwag,G Gambhir,V Kohli,RG Sharma,SK Raina,RA Jadeja,R Vinay Kumar,UT Yadav,VR Aaron,R Ashwin,,10,3
1161,536931,LMP Simmons,DP Hyatt,MN Samuels,DM Bravo,D Ramdin,KA Pollard,AD Russell,DJG Sammy,KAJ Roach,R Rampaul,SP Narine,PA Patel,V Sehwag,G Gambhir,V Kohli,RG Sharma,SK Raina,RA Jadeja,R Ashwin,R Vinay Kumar,A Mithun,UT Yadav,,10,2
1162,536932,G Gambhir,V Sehwag,SK Raina,RA Jadeja,RG Sharma,V Kohli,PA Patel,R Vinay Kumar,R Ashwin,A Mithun,R Sharma,LMP Simmons,KOA Powell,MN Samuels,DP Hyatt,D Ramdin,KA Pollard,AD Russell,DJG Sammy,R Rampaul,KAJ Roach,SP Narine,,-,-
1163,536933,G Gambhir,AM Rahane,PA Patel,MK Tiwary,V Kohli,RG Sharma,SK Raina,IK Pathan,A Mithun,RA Jadeja,R Sharma,LMP Simmons,MN Samuels,KOA Powell,JN Mohammed,D Ramdin,KA Pollard,AD Russell,DJG Sammy,SP Narine,KAJ Roach,A Martin,,-,-
1164,538068,Mohammad Hafeez,Imran Farhat,Asad Shafiq,Umar Akmal,Misbah-ul-Haq,Shoaib Malik,Shahid Afridi,Sohail Tanvir,Umar Gul,Saeed Ajmal,Aizaz Cheema,Naeem Islam,Imrul Kayes,Alok Kapali,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Nasir Hossain,Farhad Reza,Abdur Razzak,Shafiul Islam,Rubel Hossain,,11,4
1165,538069,Tamim Iqbal,Naeem Islam,Shahriar Nafees,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Nasir Hossain,Farhad Reza,Abdur Razzak,Shafiul Islam,Rubel Hossain,Mohammad Hafeez,Imran Farhat,Younis Khan,Misbah-ul-Haq,Sarfraz Ahmed,Umar Akmal,Shahid Afridi,Umar Gul,Shoaib Malik,Saeed Ajmal,Aizaz Cheema,,-,-
1166,538070,Mohammad Hafeez,Imran Farhat,Younis Khan,Misbah-ul-Haq,Umar Akmal,Shoaib Malik,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Saeed Ajmal,Tamim Iqbal,Imrul Kayes,Shahriar Nafees,Mushfiqur Rahim,Shakib Al Hasan,Nasir Hossain,Mahmudullah,Abdur Razzak,Elias Sunny,Shafiul Islam,Rubel Hossain,,14,10
1167,538071,Mohammad Hafeez,Younis Khan,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Shoaib Malik,Shahid Afridi,Abdur Rehman,Sohail Tanvir,Umar Gul,Saeed Ajmal,Tamim Iqbal,Mahmudullah,Shahriar Nafees,Mushfiqur Rahim,Shakib Al Hasan,Nasir Hossain,Alok Kapali,Farhad Reza,Elias Sunny,Abdur Razzak,Shafiul Islam,,24,10
1168,540168,SR Watson,DA Warner,PJ Forrest,MEK Hussey,DJ Hussey,GJ Bailey,MS Wade,DT Christian,B Lee,CJ McKay,XJ Doherty,KOA Powell,J Charles,MN Samuels,DM Bravo,DJ Bravo,KA Pollard,CS Baugh,AD Russell,DJG Sammy,SP Narine,KAJ Roach,,13,4
1169,540169,SR Watson,DA Warner,PJ Forrest,MEK Hussey,DJ Hussey,GJ Bailey,DT Christian,MS Wade,CJ McKay,B Lee,XJ Doherty,KOA Powell,MN Samuels,J Charles,DM Bravo,DJ Bravo,KA Pollard,CS Baugh,KAJ Roach,DJG Sammy,AD Russell,SP Narine,,27,7
1170,540170,SR Watson,DA Warner,MS Wade,GJ Bailey,MEK Hussey,DJ Hussey,DT Christian,B Lee,CJ McKay,XJ Doherty,NM Lyon,KOA Powell,J Charles,MN Samuels,DM Bravo,DJ Bravo,KA Pollard,CS Baugh,AD Russell,DJG Sammy,SP Narine,KAJ Roach,,29,10
1171,540171,J Charles,AB Barath,MN Samuels,DM Bravo,DJ Bravo,KA Pollard,AD Russell,DJG Sammy,CS Baugh,KAJ Roach,SP Narine,SR Watson,DA Warner,PJ Forrest,GJ Bailey,MEK Hussey,DJ Hussey,MS Wade,B Lee,CJ McKay,XJ Doherty,BW Hilfenhaus,,-,-
1172,540172,SR Watson,DA Warner,PJ Forrest,GJ Bailey,B Lee,MEK Hussey,DJ Hussey,MS Wade,CJ McKay,XJ Doherty,BW Hilfenhaus,J Charles,MN Samuels,AB Barath,DM Bravo,DJ Bravo,KA Pollard,CS Baugh,AD Russell,DJG Sammy,SP Narine,KAJ Roach,,41,10
1173,542852,CM Edwards,TT Beaumont,SJ Taylor,A Brindle,HC Knight,JL Gunn,LA Marsh,DN Wyatt,KH Brunt,D Hazell,GA Elwiss,PG Raut,MR Meshram,M Raj,H Kaur,V Krishnamurthy,S Naik,J Goswami,N Niranjana,A Sharma,G Sultana,A Das,,-,-
1174,542853,PG Raut,MR Meshram,M Raj,H Kaur,V Krishnamurthy,S Naik,J Goswami,A Sharma,N Niranjana,A Das,G Sultana,CM Edwards,TT Beaumont,SJ Taylor,A Brindle,HC Knight,JL Gunn,LA Marsh,DN Wyatt,KH Brunt,D Hazell,GA Elwiss,,-,-
1175,542854,PG Raut,MR Meshram,M Raj,H Kaur,V Krishnamurthy,R Malhotra,S Naik,J Goswami,N Niranjana,G Sultana,A Das,CM Edwards,TT Beaumont,SJ Taylor,LS Greenway,A Brindle,LA Marsh,HC Knight,JL Gunn,DN Wyatt,KH Brunt,GA Elwiss,,-,-
1176,542856,S Naik,PG Raut,M Raj,H Kaur,V Krishnamurthy,G Sultana,R Malhotra,A Sharma,J Goswami,N Niranjana,S Sharma,CM Edwards,TT Beaumont,SJ Taylor,LS Greenway,A Brindle,HC Knight,KH Brunt,GA Elwiss,JL Gunn,HL Colvin,DN Wyatt,,-,-
1177,543881,WTS Porterfield,PR Stirling,AR Cusack,EC Joyce,GC Wilson,KJ O'Brien,AR White,JF Mooney,DT Johnston,GH Dockrell,WB Rankin,DO Obuya,DI Allan,CO Obuya,T Mishra,RR Patel,JO Ngoche,NN Odhiambo,HA Varaiya,SO Ngoche,-,-,,-,-
1178,543888,Karim Sadiq,Javed Ahmadi,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Gulbadin Naib,Zakiullah Zaki,Dawlat Zadran,Izatullah Dawlatzai,SJ Myburgh,MR Swart,AN Kervezee,T van der Gugten,Mudassar Bukhari,PW Borren,PM Seelaar,Ahsan Malik,TLW Cooper,-,-,,11,4
1179,545656,Karim Sadiq,Noor Ali Zadran,Mohammad Shahzad,Nawroz Mangal,Mohammad Nabi,Gulbadin Naib,Samiullah Shenwari,Mirwais Ashraf,Dawlat Zadran,Amir Hamza,Shapoor Zadran,Mohammad Hafeez,Imran Farhat,Asad Shafiq,Younis Khan,Misbah-ul-Haq,Umar Gul,Wahab Riaz,Saeed Ajmal,Shahid Afridi,Shoaib Malik,-,,10,2
1180,546443,Karim Sadiq,Shabir Noori,Mohammad Shahzad,Nawroz Mangal,Samiullah Shenwari,Mohammad Nabi,Gulbadin Naib,Mirwais Ashraf,Dawlat Zadran,Izatullah Dawlatzai,Zamir Khan,H Patel,R Gunasekera,Junaid Siddiqui,NR Kumar,AS Hansra,Rizwan Cheema,TG Gordon,HS Baidwan,RA Bhatti,H Osinde,Zahid Hussain,,17,2
1181,548311,M Vijay,SK Raina,F du Plessis,S Badrinath,RA Jadeja,MS Dhoni,DJ Bravo,JA Morkel,R Ashwin,DE Bollinger,SB Jakati,DJ Harris,S Dhawan,PA Patel,CL White,B Chipli,DT Christian,MS Gony,DB Ravi Teja,DW Steyn,Ankit Sharma,TP Sudhindra,,-,-
1182,548314,PA Patel,S Dhawan,B Chipli,DT Christian,KC Sangakkara,CL White,DB Ravi Teja,A Mishra,DW Steyn,Ankit Sharma,Anand Rajan,TL Suman,RE Levi,RG Sharma,AT Rayudu,KA Pollard,KD Karthik,JEC Franklin,Harbhajan Singh,MM Patel,SL Malinga,PP Ojha,,-,-
1183,548320,R Dravid,AM Rahane,AL Menaria,SP Goswami,OA Shah,BJ Hodge,J Botha,A Singh,AA Chavan,GB Hogg,SK Trivedi,JH Kallis,G Gambhir,MS Bisla,MK Tiwary,Shakib Al Hasan,YK Pathan,RN ten Doeschate,L Balaji,SP Narine,R Bhatia,-,,-,-
1184,548334,JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,KA Pollard,Harbhajan Singh,AT Rayudu,NLTC Perera,MM Patel,RP Singh,PP Ojha,N Saini,Mandeep Singh,SE Marsh,DJ Hussey,Azhar Mahmood,DA Miller,P Kumar,BA Bhatt,P Awana,PP Chawla,-,,-,-
1185,548336,V Kohli,TM Dilshan,MA Agarwal,CH Gayle,AB de Villiers,Z Khan,R Vinay Kumar,DL Vettori,KP Appanna,HV Patel,-,R Dravid,AM Rahane,OA Shah,SP Goswami,BJ Hodge,STR Binny,KK Cooper,GB Hogg,A Chandila,Pankaj Singh,SK Trivedi,,-,-
1186,548350,MA Agarwal,V Kohli,CH Gayle,AB de Villiers,AB McDonald,AUK Pathan,SS Tiwary,Z Khan,R Vinay Kumar,DL Vettori,KP Appanna,Mandeep Singh,SE Marsh,N Saini,DJ Hussey,Azhar Mahmood,AM Nayar,P Dogra,PP Chawla,P Kumar,RJ Harris,P Awana,,-,-
1187,548356,DJ Harris,S Dhawan,CL White,KC Sangakkara,DW Steyn,V Pratap Singh,Anand Rajan,A Ashish Reddy,A Mishra,-,-,TM Dilshan,CH Gayle,V Kohli,AUK Pathan,AB de Villiers,MA Agarwal,J Syed Mohammad,Z Khan,A Mithun,P Parameswaran,M Muralitharan,,-,-
1188,548357,DA Warner,V Sehwag,DPMD Jayawardene,LRPL Taylor,IK Pathan,Y Nagar,NV Ojha,S Nadeem,VR Aaron,M Morkel,UT Yadav,BB McCullum,G Gambhir,JH Kallis,YK Pathan,MK Tiwary,DB Das,B Lee,PJ Sangwan,SP Narine,R Bhatia,-,,-,-
1189,548375,BB McCullum,G Gambhir,JH Kallis,Shakib Al Hasan,MK Tiwary,YK Pathan,L Balaji,Iqbal Abdulla,SP Narine,R Bhatia,-,RV Uthappa,JD Ryder,MJ Clarke,SC Ganguly,AP Majumdar,CJ Ferguson,Harpreet Singh,WD Parnell,B Kumar,AG Murtaza,A Nehra,,-,-
1190,548376,S Dhawan,PA Reddy,KC Sangakkara,CL White,JP Duminy,PA Patel,A Ashish Reddy,DW Steyn,MS Gony,V Pratap Singh,A Mishra,CH Gayle,TM Dilshan,V Kohli,SS Tiwary,AB de Villiers,MA Agarwal,Z Khan,R Vinay Kumar,HV Patel,M Muralitharan,P Parameswaran,,-,-
1191,548379,M Vijay,MEK Hussey,SK Raina,S Badrinath,MS Dhoni,RA Jadeja,DJ Bravo,SB Jakati,BW Hilfenhaus,R Ashwin,JA Morkel,SR Tendulkar,DR Smith,RG Sharma,KD Karthik,JEC Franklin,AT Rayudu,KA Pollard,Harbhajan Singh,SL Malinga,DS Kulkarni,RP Singh,,-,-
1192,548381,MEK Hussey,M Vijay,SK Raina,MS Dhoni,BW Hilfenhaus,JA Morkel,R Ashwin,DJ Bravo,SB Jakati,-,-,MS Bisla,G Gambhir,JH Kallis,LR Shukla,YK Pathan,Shakib Al Hasan,MK Tiwary,B Lee,SP Narine,Iqbal Abdulla,R Bhatia,,-,-
1193,555892,WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,GC Wilson,KJ O'Brien,AR Cusack,JF Mooney,DT Johnston,TJ Murtagh,GH Dockrell,Karim Sadiq,Javed Ahmadi,Mohammad Shahzad,Asghar Stanikzai,Najibullah Zadran,Mohammad Nabi,Samiullah Shenwari,Gulbadin Naib,Dawlat Zadran,Shapoor Zadran,Amir Hamza,,-,-
1194,560923,RJ Nicol,MJ Guptill,DR Flynn,KS Williamson,DG Brownlie,BJ Watling,JDP Oram,AM Ellis,KD Mills,TG Southee,TS Nethula,LMP Simmons,CH Gayle,DR Smith,R Rampaul,AD Russell,SP Narine,DJ Bravo,MN Samuels,DJG Sammy,-,-,,20,3
1195,560924,LMP Simmons,CH Gayle,DR Smith,MN Samuels,KA Pollard,DJ Bravo,DJG Sammy,AD Russell,R Rampaul,SP Narine,-,RJ Nicol,MJ Guptill,DR Flynn,KS Williamson,TWM Latham,BJ Watling,TG Southee,NL McCullum,JDP Oram,KD Mills,TS Nethula,,-,-
1196,560925,RJ Nicol,MJ Guptill,DR Flynn,KS Williamson,TWM Latham,BJ Watling,NL McCullum,JDP Oram,KD Mills,TG Southee,TA Boult,J Charles,CH Gayle,DR Smith,MN Samuels,DJ Bravo,KA Pollard,D Ramdin,DJG Sammy,AD Russell,SP Narine,R Rampaul,,-,-
1197,560926,J Charles,CH Gayle,DR Smith,MN Samuels,DJ Bravo,KA Pollard,DC Thomas,DJG Sammy,AD Russell,SP Narine,TL Best,RJ Nicol,MJ Guptill,BB McCullum,LRPL Taylor,KS Williamson,TWM Latham,NL McCullum,JDP Oram,DAJ Bracewell,TG Southee,TA Boult,,-,-
1198,560927,J Charles,CH Gayle,DR Smith,MN Samuels,DJ Bravo,KA Pollard,DC Thomas,DJG Sammy,AD Russell,SP Narine,TL Best,RJ Nicol,BB McCullum,MJ Guptill,LRPL Taylor,KS Williamson,DR Flynn,TWM Latham,AM Ellis,KD Mills,TG Southee,TA Boult,,-,-
1199,562439,DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,WU Tharanga,AD Mathews,HDRL Thirimanne,NLTC Perera,KMDN Kulasekara,HMRKB Herath,SL Malinga,Mohammad Hafeez,Azhar Ali,Younis Khan,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Umar Gul,Sohail Tanvir,Mohammad Sami,Saeed Ajmal,-,,-,-
1200,562440,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,NLTC Perera,KMDN Kulasekara,SL Malinga,AD Mathews,HMRKB Herath,-,Mohammad Hafeez,Azhar Ali,Younis Khan,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Saeed Ajmal,Rahat Ali,,-,-
1201,562442,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,NLTC Perera,AD Mathews,HDRL Thirimanne,KMDN Kulasekara,SL Malinga,S Weerakoon,Mohammad Hafeez,Asad Shafiq,Azhar Ali,Misbah-ul-Haq,Umar Akmal,Younis Khan,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Saeed Ajmal,,-,-
1202,562443,Imran Farhat,Mohammad Hafeez,Azhar Ali,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Sohail Tanvir,Umar Gul,Mohammad Sami,-,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,NLTC Perera,HDRL Thirimanne,BMAJ Mendis,KMDN Kulasekara,SL Malinga,,-,-
1203,564781,G Gambhir,V Sehwag,V Kohli,RG Sharma,SK Raina,MS Dhoni,IK Pathan,R Ashwin,Z Khan,UT Yadav,PP Ojha,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,HDRL Thirimanne,NLTC Perera,HMRKB Herath,SL Malinga,KMDN Kulasekara,,-,-
1204,564782,G Gambhir,V Sehwag,V Kohli,RG Sharma,SK Raina,MS Dhoni,IK Pathan,R Ashwin,Z Khan,PP Ojha,UT Yadav,WU Tharanga,TM Dilshan,LD Chandimal,SL Malinga,I Udana,NLTC Perera,AD Mathews,HMRKB Herath,-,-,-,,-,-
1205,564783,WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,BMAJ Mendis,SL Malinga,NLTC Perera,I Udana,HMRKB Herath,G Gambhir,V Sehwag,V Kohli,MS Dhoni,RG Sharma,SK Raina,IK Pathan,Z Khan,AB Dinda,R Sharma,R Ashwin,,-,-
1206,564784,WU Tharanga,TM Dilshan,HDRL Thirimanne,LD Chandimal,DPMD Jayawardene,AD Mathews,BMAJ Mendis,NLTC Perera,HMRKB Herath,SL Malinga,N Pradeep,G Gambhir,V Kohli,V Sehwag,RG Sharma,MK Tiwary,SK Raina,Z Khan,IK Pathan,AB Dinda,R Ashwin,-,,-,-
1207,564785,G Gambhir,AM Rahane,V Kohli,RG Sharma,MK Tiwary,SK Raina,MS Dhoni,IK Pathan,R Ashwin,Z Khan,AB Dinda,WU Tharanga,TM Dilshan,HDRL Thirimanne,LD Chandimal,AD Mathews,CK Kapugedera,BMAJ Mendis,NLTC Perera,SMSM Senanayake,SL Malinga,N Pradeep,,-,-
1208,565812,AN Cook,IR Bell,KP Pietersen,EJG Morgan,C Kieswetter,SR Patel,ST Finn,JW Dernbach,TT Bresnan,JC Tredwell,JE Root,AM Rahane,G Gambhir,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,AB Dinda,I Sharma,,-,-
1209,565813,AM Rahane,G Gambhir,Yuvraj Singh,V Kohli,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,Mohammed Shami,I Sharma,AN Cook,IR Bell,KP Pietersen,JE Root,EJG Morgan,C Kieswetter,SR Patel,CR Woakes,JC Tredwell,ST Finn,JW Dernbach,,-,-
1210,565814,AN Cook,IR Bell,KP Pietersen,JE Root,EJG Morgan,C Kieswetter,SR Patel,TT Bresnan,JC Tredwell,ST Finn,JW Dernbach,G Gambhir,AM Rahane,V Kohli,Yuvraj Singh,MS Dhoni,B Kumar,Mohammed Shami,I Sharma,RA Jadeja,R Ashwin,SK Raina,,-,-
1211,565815,AN Cook,IR Bell,KP Pietersen,EJG Morgan,SR Patel,JE Root,JC Buttler,TT Bresnan,JC Tredwell,ST Finn,JW Dernbach,G Gambhir,RG Sharma,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,B Kumar,Mohammed Shami,I Sharma,R Ashwin,,-,-
1212,565816,G Gambhir,RG Sharma,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,Mohammed Shami,I Sharma,AN Cook,IR Bell,KP Pietersen,JE Root,EJG Morgan,ST Finn,TT Bresnan,CR Woakes,JC Tredwell,SR Patel,-,,-,-
1213,566923,AN Cook,IR Bell,IJL Trott,JE Root,EJG Morgan,JC Buttler,CR Woakes,TT Bresnan,GP Swann,JM Anderson,JW Dernbach,L Ronchi,KS Williamson,LRPL Taylor,MJ Guptill,GD Elliott,BB McCullum,JEC Franklin,MJ McClenaghan,KD Mills,TG Southee,NL McCullum,,-,-
1214,566924,MJ Guptill,L Ronchi,KS Williamson,LRPL Taylor,BB McCullum,MJ McClenaghan,KD Mills,DAJ Bracewell,NL McCullum,JEC Franklin,GD Elliott,AN Cook,IR Bell,JE Root,IJL Trott,EJG Morgan,JC Buttler,CR Woakes,TT Bresnan,GP Swann,JM Anderson,JW Dernbach,,-,-
1215,566940,WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,GC Wilson,KJ O'Brien,JF Mooney,DT Johnston,MC Sorensen,TJ Murtagh,GH Dockrell,MA Carberry,LJ Wright,JWA Taylor,GS Ballance,EJG Morgan,RS Bopara,ST Finn,WB Rankin,BA Stokes,JC Tredwell,-,,-,-
1216,566942,SE Marsh,SR Watson,AJ Finch,MJ Clarke,GJ Bailey,AC Voges,MS Wade,JP Faulkner,MG Johnson,CJ McKay,Fawad Ahmed,KP Pietersen,MA Carberry,IJL Trott,JE Root,EJG Morgan,RS Bopara,JC Buttler,BA Stokes,JC Tredwell,ST Finn,WB Rankin,,-,-
1217,566944,AJ Finch,SR Watson,SE Marsh,MJ Clarke,GJ Bailey,AC Voges,MS Wade,JP Faulkner,MG Johnson,CJ McKay,NM Coulter-Nile,MA Carberry,KP Pietersen,IJL Trott,JE Root,EJG Morgan,RS Bopara,JC Buttler,BA Stokes,JC Tredwell,ST Finn,WB Rankin,,-,-
1218,566945,PJ Hughes,AJ Finch,SR Watson,MS Wade,MJ Clarke,GJ Bailey,AC Voges,JP Faulkner,MG Johnson,CJ McKay,Fawad Ahmed,MA Carberry,KP Pietersen,JE Root,EJG Morgan,LJ Wright,RS Bopara,JC Buttler,BA Stokes,CJ Jordan,JC Tredwell,WB Rankin,,-,-
1219,566946,CA Ingram,RJ Peterson,HM Amla,F du Plessis,AB de Villiers,JP Duminy,DA Miller,R McLaren,CH Morris,RK Kleinveldt,LL Tsotsobe,AN Cook,IR Bell,IJL Trott,JE Root,EJG Morgan,JM Anderson,ST Finn,SCJ Broad,JC Tredwell,RS Bopara,-,,-,-
1220,566947,MDKJ Perera,TM Dilshan,KC Sangakkara,HDRL Thirimanne,DPMD Jayawardene,AD Mathews,BMAJ Mendis,NLTC Perera,KMDN Kulasekara,SL Malinga,HMRKB Herath,RG Sharma,S Dhawan,V Kohli,SK Raina,B Kumar,UT Yadav,I Sharma,RA Jadeja,MS Dhoni,R Ashwin,-,,-,-
1221,567358,HM Amla,GC Smith,CA Ingram,AB de Villiers,F du Plessis,Q de Kock,R McLaren,RJ Peterson,RK Kleinveldt,DW Steyn,LL Tsotsobe,RJ Nicol,BJ Watling,KS Williamson,BB McCullum,GD Elliott,JEC Franklin,JDS Neesham,NL McCullum,KD Mills,MJ McClenaghan,MJ Guptill,,-,-
